build_year,country,make,model,avg_amount_damage
2005,LPIT,bmwel,minione14d,234.98
2010,LPSE,toyota,auris16vvtimultimodeplus5d2010,0.0
2012,LPSE,volvo,v6016t4f180momentum2012,0.0
2003,LPIT,ivecoel,dummydaily,697.4449999999999
2013,LPUK,opel,antara,296.2922222222222
2009,LPFR,bmw,120d3portes,637.35
2012,LPSE,nissan,qashqai+216dcitekna4x4ss2012,3457.0
2009,LPSE,renault,laguna20dci16vfapdynamique2010,3700.0
2008,LPFR,mercedes,ml320cdi,317.13
2010,LPSE,hyundai,ix3520m54wdsport2011,14985.0
2006,LPFR,citroen,jumperii29c,0.0
2012,LPSE,renault,grandscenic15dci110fapexceptionedc2012,1858.0
2011,LPSE,peugeot,508,6719.0
2011,LPNL,hyundai,santafe,1943.7199999999998
2002,LPNL,daf,95,270.0
2011,LPNL,mitsubishi,pajero,691.23
1993,LPNL,oldsmobile,custom,170.0
2002,LPNL,peugeot,206sw,0.0
2000,LPNL,hyundai,trajet,79.0
2011,LPAT,fiat,ducatokasten35,985.89
2005,LPNL,peugeot,boxervc,551.0
2006,LPAT,renault,clioexpress,2396.71
2010,LPIE,mercedes,eclass,278.108
2010,LPNL,opel,movano,1258.7083333333333
1992,LPNL,daf,1900,0.0
2010,LPES,mitsubishi,monterompro,1172.7
2006,LPSK,hyundai,santafe,7.23
2008,LPES,honda,legend,576.71
2010,LPES,ford,transit330smix,6572.348571428571
2012,LPIE,bmw,x1,305.5
2016,LPIE,citroen,c4grandpicasso,695.3299999999999
2013,LPAE,mercedes,vianoambiente,0.0
2014,LPPT,landrover,evoque,531.42
2009,LPAT,chrysler,voyager33le,240.21
2010,LPES,ford,fusion,853.15
2003,LPES,citroen,c3exclusive,311.0
2008,LPCH,ford,transit280smr,6926.1050000000005
2011,LPAE,gmc,acadiaslt,0.0
2007,LPES,citroen,berlingo16hco,1815.62
2008,LPES,dacia,logan,66.71
2005,LPES,opel,tigra,522.72
2009,LPNL,nissan,patrol,1593.335
2011,LPES,hyundai,ix55,162.75
2008,LPCH,renault,espacegdyna,3477.816666666667
2008,LPCH,volkswagen,caravellecomf,3880.2000000000003
2007,LPDE,mercedes,s3507gtronic,581.9
2008,LPDE,mercedes,e350cgi7gtravantgarde,1655.22
2014,LPPL,audi,q3,980.745
2005,LPCH,chrysler,voyagerselie,3494.1000000000004
2005,LPPL,fiat,croma19jtdau,1134.2
2015,LPAE,ford,taurus,0.0
2011,LPAE,porsche,cayennes,0.0
1999,LPUK,leylanddaf,leylanddafcon,1775.85
2015,LPSK,mitsubishi,asx,748.4833333333335
2012,LPBE,audi,miniclubman,876.3457142857143
2010,LPES,dodge,caliber,423.55
2009,LPGR,toyota,aurisoldett,998.6153846153846
2005,LPDE,mercedes,e320cdi4matiavantgardedpf,1703.39
2012,LPIT,mitsubishi,asx,920.0600000000001
2006,LPDE,peugeot,307hdisw135premium,2617.04
2013,LPIT,citroen,nemo,2025.2775000000001
2012,LPCH,peugeot,3008,1343.6019999999999
2009,LPDE,audi,a319tdiespo,1947.79
2009,LPPT,fiat,doblo223,171.16
2010,LPSK,volkswagen,caddy,451.63
2014,LPCH,audi,q7,2631.43
2011,LPPT,mazda,bt50pickup,1111.57
2008,LPBE,renault,master33dci,2265.14
2014,LPCH,citroen,c4,1805.1925
2008,LPDE,volvo,xc60,651.85
2009,LPGR,volvo,s60,503.5
2007,LPDE,peugeot,207cc120vtisport,2022.27
2012,LPFR,toyota,aurismillpack,1211.2179999999998
2007,LPDE,renault,grandespace2expression,1488.57
2008,LPCH,volvo,v70moment4x4,1154.25
2009,LPCH,citroen,c5dynam+tour,2626.65
2005,LPCH,lexus,is250edition,1253.15
2008,LPDE,mercedes,313cdisprintepritsche,0.0
2009,LPCH,renault,meganedynaeco2,2471.36
2016,LPBE,jaguar,xj,463.8
2006,LPCH,ford,focusst225,1557.9
2009,LPCH,lexus,rx400hhybrpl,2285.15
2010,LPIT,chrysler,300,2057.89
2014,LPUK,seat,toledo,83.33333333333333
2003,LPFR,audi,minionedpack,816.37
2009,LPGR,lexus,is250,295.0
2013,LPIT,infiniti,m,2134.84
2008,LPCH,honda,crv,2312.6
2012,LPSK,volvo,v40,0.0
2011,LPRO,renault,kangoo,222.2131
2013,LPRO,volvo,xc90,2172.0847
2008,LPCH,renault,espacegpriv,1091.55
2014,LPHU,renault,grandscenic,17653.5
2008,LPSE,volvo,v7025ftmomentum2009,7758.9047619047615
2009,LPUK,volvo,s404dr095,396.068
2013,LPFR,toyota,auris5pbusine,925.59
2007,LPCZ,nissan,note,5009.05
2008,LPSE,volvo,s40t5summum2008,0.0
2015,LPHU,audi,a3,49762.5
2011,LPUK,peugeot,308cc105,94.465
2016,LPDE,mazda,cx5,2039.4260000000002
2010,LPSE,skoda,superb20tdi170hk4x4elegance2010,7299.0
2006,LPFR,bmw,130i5pe87,177.51333333333332
2014,LPFR,kia,carens,1206.7200000000003
2008,LPFR,bmw,x530si,2442.21
2010,LPSE,ford,mondeo20flexifuelbusinessedition200,15320.5
2004,LPFR,saab,95estatevec,403.0
2007,LPSE,bmw,series5525dtouring2007,12663.0
2012,LPIT,peugeot,4007,1860.38
2009,LPSE,toyota,avensis20vvtiexecutivekombi2009,11219.0
2008,LPUK,bmw,325i4dr08,216.4
2014,LPFR,volkswagen,caravelletouareg,520.495
2006,LPFR,bmw,335dtouring,541.7
2010,LPFR,peugeot,807premiumpack,1148.3
2007,LPFR,volvo,v70iisummum,706.87
2008,LPFR,volkswagen,golfv3pcarat,922.6533333333333
2009,LPDE,opel,astra18caravinnovation110,2054.7400000000002
2009,LPDE,opel,zafira18edition,2204.335
2012,LPFR,landrover,range,1278.085
2009,LPFR,bmw,123dcoupe,36.52
2015,LPIT,skoda,rapid,459.91333333333336
2009,LPSE,volvo,s4016dkinetic2009,14957.0
2013,LPRO,peugeot,experttepee,2574.6246
2006,LPFR,volkswagen,golf19tdi,1118.7033333333334
2010,LPFR,renault,winddynamique,1056.97
2002,LPFR,citroen,saxo15dsx,1363.29
2008,LPFR,fiat,sediciemotion,361.82
2007,LPFR,renault,clio3psport,344.66
2005,LPFR,volkswagen,golfvcara20,147.0
2007,LPUK,bmw,320d4dr07,563.38
2011,LPDE,volvo,s60d5awdgearsummum,1725.51
2016,LPFR,volkswagen,jetta,1817.38
2007,LPFR,dacia,logan4portes,0.0
1998,LPNL,mercedes,vito,112.38555555555556
2014,LPTR,audia3yenisedan16tdi110hpattractionstr20,audia3yenisedan16tdi110hpattractionstr20,0.0
2005,LPSK,renualt,kangoo,0.0
2005,LPSK,ford,focusiisport,0.0
2009,LPBR,generalmotors,corsa,0.0
2008,LPES,nissan,cabstar,636.2170833333333
2006,LPDE,gls,cm,0.0
2003,LPNL,chevrolet,gmt600ambulance,0.0
1999,LPNL,terberg,fm,0.0
2003,LPNL,jaguar,xj,0.0
2000,LPAT,fiat,scudokastens,0.0
2007,LPNL,terberg,heftruck,0.0
2005,LPPT,audi,a4,194.06390334572484
2005,LPAT,jaguar,xtype30v6,0.0
2003,LPES,opel,movanocombi,961.71
2001,LPES,renault,espaceexpressi,909.2249999999999
2004,LPFR,mercedes,eclass,99.51
2003,LPES,mercedes,clkclass,127.00416666666668
1999,LPNL,still,heftruck,0.0
2007,LPNL,mercedes,rclass,1231.92
2003,LPES,ford,transitconnect,747.9015384615385
2004,LPNL,daf,fa75,79.17
2011,LPNL,mitsubishi,outlander,1073.5189041095887
2002,LPES,seat,incavan,718.4970588235296
2004,LPES,nissan,almeravisia,467.3471428571429
2003,LPAT,opel,astrapremiuml,0.0
2007,LPES,peugeot,307sw,423.5150555555556
2010,LPLU,mercedes,cclass,374.1703174603175
2001,LPAT,mercedes,e430t4matic,0.0
2002,LPES,bmw,320i,200.55999999999997
2005,LPAT,smart,fortwo,116.08
2001,LPFI,opel,omega,0.0
2000,LPFI,citroen,jumper,0.0
2003,LPAT,jeep,grandcherokee,0.0
2009,LPNL,audi,a4cabriolet,0.0
2007,LPAT,audi,a6avant20tdi,652.268
1997,LPFI,toyota,corolla96,0.0
2007,LPSK,toyota,prius,0.0
2005,LPAT,opel,vectrasport,0.0
2009,LPFI,volkswagen,scirocco,16.695
2001,LPNL,volkswagen,passat,274.2025
2006,LPFI,audi,a3,13.428571428571429
2007,LPFI,ford,smax,50.962105263157895
2010,LPBR,fiat,linea,0.0
2007,LPLU,opel,astra,229.62638888888887
2007,LPLU,alfaromeo,brera,0.0
2011,LPFI,volkswagen,tiguan,115.31591836734695
2014,LPIN,skoda,skodarapid,0.0
2014,LPIN,nissan,nissanmicra,0.0
2013,LPIN,tata,tataace275,0.0
2010,LPBR,renault,logan,0.0
2001,LPDE,mitsubishi,ctmaluklemmkoffer,0.0
2012,LPNL,toyota,dyna,0.0
2016,LPNL,peugeot,2008,169.0
2006,LPES,volkswagen,lt,574.3516666666667
1999,LPES,iveco,100e15143cv,0.0
2007,LPFI,volkswagen,eos,0.0
2002,LPAT,volkswagen,passatvar20,0.0
2012,LPBR,fiat,ducato,0.0
2003,LPES,chrysler,ptcruiser,0.0
2013,LPNL,ford,bmax,712.0157894736842
2013,LPIE,volkswagen,transporter,766.4780000000002
2003,LPES,alfaromeo,156swdistinct,284.47
2012,LPAT,chevrolet,cruzelimousine,0.0
2011,LPAT,audi,a4allroad,493.1257142857143
2005,LPDE,mercedes,panzer416cdigeldtransporter,0.0
2011,LPLU,peugeot,508,38.458749999999995
2009,LPAT,ford,mondeoghia,859.8662499999999
2001,LPES,ford,focuswag,828.58
2004,LPPT,renault,scenicii,108.24583333333332
2005,LPBE,renault,scenic,492.93113636363637
2012,LPFI,skoda,roomster,219.9375757575758
2004,LPPT,renault,modus,0.0
2005,LPCH,opel,vectraessentia,1120.3666666666666
2007,LPIT,opelel,zafiraii19c,858.098
2016,LPNO,tilhenger,hfr,0.0
2017,LPNL,fiat,panda,252.39999999999998
2005,LPES,mitsubishi,l200gl,0.0
2001,LPIT,piaggioel,piaggiofree50,28.343529411764706
2005,LPPL,ford,transit,1882.8940000000002
2004,LPBE,hyundai,trajet,0.0
2008,LPDE,audi,a5,1583.8366037735848
2018,LPNL,bmw,2serie,0.0
2014,LPNO,scania,r490la6x2hnb,0.0
2005,LPAT,opel,signum19cdti,0.0
2010,LPES,isuzutt,dmax,1482.7251063829788
2002,LPES,peugeot,106,484.2666666666666
2012,LPFI,peugeot,5008,191.00333333333333
2002,LPIT,bmwel,x5,0.0
2007,LPPT,renault,mastert28,107.82
2011,LPAT,renault,grespacealcan,0.0
2006,LPDE,mercedes,e320cdi7gtravantgardedpf,550.37625
2009,LPDE,mitsubishi,spiera8wk745,0.0
2003,LPCH,opel,signumelegance,554.275
2011,LPBE,mercedes,rclass,128.87
1998,LPBE,mercedes,1117,0.0
2007,LPLU,landrover,rangesport,0.0
2004,LPBE,seat,altea,107.9
2017,LPNL,hyundai,i20,326.36543478260865
2010,LPAT,volkswagen,passatcc20,376.67
2010,LPTR,audi,q5,293.325625
2008,LPBE,toyota,landcruiser,3353.1125
2012,LPES,honda,accord,1002.5675
2016,LPFI,toyota,avensis,566.85
2013,LPIT,citroen,ds3,1382.2663636363636
2017,LPNL,fiat,tipohatchback,0.0
1995,LPDK,trailer,uspecificeret,0.0
2014,LPIT,mercedes,bclass,1142.9732142857144
2005,LPCH,volkswagen,t5transpor,2003.4
2011,LPPT,seat,leon,308.9095890410958
2013,LPBE,bmw,x1,633.7014754098361
2007,LPPT,audi,mini,351.8553846153846
2014,LPNO,peugeot,508,9298.886363636364
2014,LPNO,mercedes,aclass,3799.0
2007,LPDE,renault,scenic19dciexception,2511.737692307692
2007,LPCH,fiat,doblo,0.0
2013,LPES,citroen,jumpy,1791.7975000000001
2013,LPPL,hyundai,i20,1128.49112
2015,LPMX,renault,duster,0.0
2011,LPDE,audi,a3,1243.1571844660195
2013,LPES,citroen,c4grandpicasso,1101.6255
2008,LPPT,ford,kuga,468.58666666666676
2009,LPNO,audi,a5,7855.472307692307
2011,LPPT,volkswagen,caddy,518.839802955665
2000,LPDK,citroen,jumper3225d,0.0
2004,LPIT,volkswagenel,bora,493.45000000000005
2006,LPSE,skoda,octavia19tdi4x4combi2006,9554.916666666666
2013,LPMX,fiat,500,0.0
2014,LPES,peugeot,boxer,1598.165
2014,LPUK,peugeot,partner,203.93725888324872
2012,LPNO,bmw,x6,2313.0
2004,LPDK,volvolastbil,fm9300,0.0
2004,LPSE,opel,meriva16enjoy74kw2004,0.0
2011,LPIT,renault,megane,1317.985852534562
2007,LPCH,fiat,doblocargosw,0.0
2009,LPIT,renault,megane,1642.5257106598976
2016,LPCH,mercedes,cclass,345.27250000000004
2011,LPPT,peugeot,3008,370.99228571428574
2017,LPNO,ford,mondeo,0.0
2014,LPES,opel,meriva,710.395
2017,LPIT,bmw,x3,291.4
2010,LPBE,alfaromeo,159,876.3044444444445
2013,LPDK,volvo,v70,2131.839090909091
2010,LPPT,honda,accord,279.1233333333333
2000,LPDE,volvo,v4019dclassiclimited,0.0
2004,LPIT,fiatel,ducatofurmaxi,2515.1155555555556
2017,LPIT,volkswagen,tiguan,1544.5976470588234
2016,LPFI,citroen,c4,287.81
2011,LPSK,skoda,roomster,311.2628
2000,LPDE,renault,trafic19dcikasten,1915.1092857142855
2005,LPIT,volvoel,v70,432.32166666666666
2012,LPGR,volvo,v60,487.36842105263156
2012,LPMX,volkswagen,passatcc,0.0
2008,LPIT,citroen,c5,1900.3339999999998
2011,LPBE,renault,laguna,764.7643750000002
2010,LPES,volvo,xc70,435.82444444444445
2006,LPBE,jaguar,xtype,244.59307692307692
2010,LPSE,audi,a620tdimultitronicavant2011,6733.6
2015,LPIT,bmw,2serie,1591.7253846153849
2000,LPDE,volkswagen,passat19tdifamily,0.0
2008,LPDE,ford,fiesta13style,864.3848484848486
2014,LPBE,volkswagen,passat,709.268656716418
2000,LPDK,volvolastbil,fm7250,0.0
2008,LPCH,ford,transitconnect,3129.840952380952
2015,LPIE,bmw,2serie,258.655
1997,LPDK,toyota,corollagls,7378.525
2007,LPDE,volkswagen,polo14tdidpbluemotion,0.0
2013,LPGR,volkswagen,beetle,0.0
2006,LPNO,saab,09may,16153.349999999999
2010,LPIT,bmw,x3,1546.133529411765
2008,LPDE,mercedes,c220cdidpfaclassic,1033.71
2010,LPNO,mitsubishi,asx,6899.166666666667
2007,LPDE,mercedes,vito115cdiexkombi,6407.74
2012,LPLU,landrover,rangesport,186.2428571428571
2016,LPMX,honda,pilot,0.0
2009,LPPT,jaguar,xf,489.8622222222223
2010,LPFR,peugeot,207,782.8285403726704
2014,LPUK,audi,hat3dcpr145,98.89164556962027
2005,LPCZ,iveco,daily,658.176
2005,LPFR,renault,clioviair,468.61388014981264
2015,LPLU,renault,clio,83.14133333333335
2012,LPSE,renault,kangoo,6235.026315789473
2013,LPFR,renault,clio,707.885997056659
2006,LPFR,audi,a3,525.1059310344828
2007,LPFR,renault,espacevalyum+,687.1479310344828
2009,LPDE,mercedes,511cdisprintepritsche,0.0
2007,LPIT,nissan,navara,3.3333333333333335
2005,LPFR,citroen,c314hdi70,285.060597826087
2004,LPFR,renault,masterivl1h1,1114.4
2012,LPHU,renault,clio,36123.04
2006,LPUK,opel,astravanold06,287.0735714285714
2010,LPUK,mercedes,a1605dr10,288.87428571428575
2009,LPUK,audi,q55dr10,93.39533333333333
2010,LPPT,mitsubishi,colt,938.6152000000002
2003,LPFR,renault,twingotransf,0.0
2003,LPFR,renault,clioviauthent,460.18743589743576
2005,LPIT,toyotael,prius,371.1466666666667
2010,LPSE,renault,megane15dci110fapdynamique2010,3430.0
2016,LPUK,audi,hat3dcpsd155,112.0
2007,LPUK,audi,ttcpenew07,0.0
2012,LPFR,volvo,xc60,905.35
2011,LPDK,citroen,c3,0.0
2007,LPIT,mitsubishi,outlander,1106.3614285714286
2014,LPBE,mercedes,glaclass,366.1170588235294
2010,LPUK,audi,cvtblecpr12,0.0
2013,LPUK,bmw,x55dr13,173.696
2016,LPFR,audi,a3,645.9001562499999
2010,LPFR,landrover,rangesport,0.0
2017,LPIT,mercedes,cclass,506.8275
2015,LPFR,landrover,evoque,447.4285000000001
2008,LPDE,volvo,c70d5autsummum,834.985
2006,LPDE,ford,focus16tdcifun,2781.9880000000003
2014,LPHU,ford,fiesta,35330.978571428575
2004,LPCH,subaru,legacy,6241.583333333333
2007,LPNO,iveco,35s14vkomb,52733.0
2007,LPHU,volkswagen,lt,283027.24
2017,LPBE,jaguar,fpace,0.0
2007,LPDE,renault,kangoo15dcikombi,0.0
2007,LPFR,audi,q7,494.38384615384615
2017,LPFR,ford,focuscmax,276.74
2011,LPSE,toyota,yaris133vvtiactivemultidrives5d,22371.5
2004,LPFR,ford,transit,0.0
2016,LPUK,audi,cvtblecpr1625,194.66666666666666
2005,LPIT,nissanel,primastar,0.0
2008,LPDE,opel,astra17cdtinavi,2235.808461538461
2014,LPIT,ford,tourneoconnect,4279.85
2007,LPFR,citroen,c5hdi110,606.9725
2004,LPFR,ford,fusion1400,165.97428571428574
2004,LPFR,audi,a6iv30tdi,450.079
2016,LPUK,volvo,xc90,129.96266666666668
2000,LPDE,ford,transitvc,0.0
2004,LPFR,toyota,yaris85vvti,50.2225
2010,LPUK,citroen,c3picasso115,267.7154545454545
2016,LPIT,harley,dynalowrider,59.9
2014,LPHU,dacia,dokker,43843.75
2010,LPUK,citroen,c15dr095,105.12421052631579
2014,LPSE,ford,mondeo20tdci163businessx5d2013,0.0
2007,LPIT,piaggioel,porter13bz4,1649.3416666666665
2004,LPIT,volkswagenel,transporterfur,814.02
2009,LPDE,volkswagen,passat20tditrendlinebluem,2485.736
2010,LPUK,audi,a64dr115,30.5625
2017,LPDE,jaguar,fpace,0.0
2006,LPCH,mercedes,e350classic,2343.075
2005,LPFR,skoda,octaviaiieleg,250.62363636363636
2011,LPUK,mercedes,slk35012,0.0
2008,LPSE,mercedes,bclassb170ngtblueefficiencycst2009,14032.666666666666
2015,LPFR,audi,a64pcompetit,0.0
2008,LPFR,renault,espace,815.9754761904762
2009,LPDE,volkswagen,passat18tsitrendline,0.0
2007,LPCZ,skoda,superb,5062.780000000001
2008,LPCZ,honda,accord,0.0
2008,LPIT,skoda,octavia,1580.8645833333333
2010,LPCZ,volkswagen,multivan,0.0
2016,LPHU,toyota,verso,0.0
2010,LPUK,subaru,forester10,0.0
2006,LPFR,audi,a6iv4pattra,583.7477777777779
2005,LPCH,fiat,ducato15,8281.0
2006,LPFR,peugeot,807exepullman,0.0
2003,LPIT,hyundaiel,santaf,469.92
2003,LPFR,renault,cliovidci80,265.5
2008,LPDE,volkswagen,golf16automaunited,895.925
2009,LPSE,ford,focus20tdciautomattitanium2009,10263.6
2004,LPFR,citroen,jumpycfrtlong,2280.65
2012,LPSE,volvo,xc60d3163drivesssummum2012,6535.0
2013,LPSE,citroen,ds5hybrid4airdreamsport2013,3693.5
2004,LPIT,volkswagenel,newbeetle,437.35
2011,LPSE,volkswagen,transporter20tdi132kw4motionlwb30t201,7173.0
2008,LPFR,volvo,v50,587.6822222222222
2008,LPSE,volvo,v5018flexifuelsummum2009,10731.75
2009,LPGR,mercedes,classmett,902.3333333333334
2010,LPFR,citroen,c3classichdi,834.585
2007,LPFR,renault,meganeiiicc,715.606
2012,LPSE,volvo,xc70d3163awdsskinetic2012,0.0
2014,LPSE,citroen,grandc4picass16ehdi115exclusiveetg62013,0.0
2010,LPSE,volkswagen,transporter20tdi132kw4motionswbsrf2011,1650.0
2008,LPFR,peugeot,407feline20,894.635
2002,LPPL,opel,vectra,2161.68
2011,LPNL,volvo,c70,594.6533333333333
2001,LPNL,ford,galaxy,541.14
2008,LPAT,bmw,525ia,1444.55
2008,LPAT,mercedes,811d,3358.75
2008,LPAT,opel,astrastylecar,516.69
2009,LPAT,volvo,xc6024d,1232.76
2008,LPNL,alfaromeo,brera,3493.47
2011,LPAT,volkswagen,kastenlr,1177.4483333333333
2010,LPAT,opel,omegagl20i,972.38
2012,LPAT,bmw,525dasport,1253.3
2007,LPAT,fiat,scudobusinvan,5149.115
2010,LPIE,renault,grandscenic,1379.5133333333333
2017,LPNL,mercedes,eclass,135.0
2011,LPAT,toyota,verso20d4d,1103.7
2011,LPLU,audi,allroad,613.25
2008,LPES,peugeot,107,320.03999999999996
2010,LPAE,chevrolet,capricels,984.3333333333334
2006,LPES,nissan,patrol,1187.3
2015,LPIE,kia,sorento,532.77
2010,LPIE,toyota,prius,732.02
2014,LPPT,bmw,6serie,644.7566666666667
2011,LPAE,kia,sportagelx,927.0
2009,LPAT,nissan,qashqai2016v,868.75
2010,LPES,fiat,doblobipowact,1555.83
2011,LPAE,audi,a6quattro,147.33333333333334
2011,LPAT,peugeot,boxervc,4766.766666666666
2006,LPNL,mazda,2,148.0
2005,LPCH,audi,a6allroad4x4,1321.85
2013,LPAT,citroen,evasionsx,992.91
2008,LPAT,mitsubishi,pajero,874.97
2014,LPPT,mercedes,sprintervc,709.326
2009,LPRO,honda,accord,453.74845
2004,LPHU,nissan,xtrail,24680.0
1994,LPCH,citroen,xsarasx,5607.8
2006,LPDE,bmw,320i,1619.5866666666668
2012,LPAT,toyota,carina20gli,1014.78
2016,LPAE,honda,accordlxb,517.0
2013,LPES,audi,a8,1372.17
2012,LPCH,ford,fiesta,2107.7237500000006
2010,LPES,volkswagen,caravelle,962.34
2008,LPCH,honda,crvexecplus,800.4833333333332
2004,LPFR,seat,ibizaiii14,96.39666666666666
2013,LPBE,subaru,xv,1399.25
2005,LPSK,toyota,corolla,670.77931
2008,LPDE,seat,altea20tdidstylance,1192.7
2000,LPDE,mercedes,viano22cdikfun,2588.2
2008,LPPL,audi,mini,2198.1033333333335
2009,LPDE,bmw,525i,2106.6800000000003
2008,LPGR,nissan,xtrail,696.2307692307693
2008,LPRO,peugeot,experttepee,1359.620275
2010,LPCH,bmw,x5xdrive354x4,1797.115
2013,LPDE,lexus,rx,1521.33
2014,LPGR,lancia,ypsilon,497.0
2010,LPSK,opel,combovc,850.3692857142859
2000,LPDE,seat,leon19tdipulso,1109.28
2009,LPGR,fiat,doblo,1050.1538461538462
2013,LPSE,toyota,auris18hybridcomfortc1touringsport,3206.5
2007,LPDE,volkswagen,golfplus20ttour,1090.084
2008,LPDE,bmw,x6xdrive50i,1911.99
2003,LPIT,mercedesel,e320,2565.49
2011,LPSE,volkswagen,transporter25tdi96kwautoswb2009,8343.0
2014,LPSE,audi,a630tdi245hkstronicquattro201,0.0
2012,LPBE,audi,a4allroad,880.5583333333333
2011,LPIT,nissan,xtrail,1338.636
2009,LPRO,skoda,fabia,577.69
2003,LPFR,audi,a6iiiavttdi,334.775
2011,LPGR,honda,civic,678.5
2009,LPSE,ford,smax20tdci140hkdpf6vxlauttitani,23452.0
2007,LPBE,alfaromeo,spider,0.0
2014,LPPL,mazda,cx5,1445.6366666666665
2012,LPUK,bmw,535dest125,764.24
2009,LPCH,volkswagen,golfgti,1778.84
2005,LPIE,subaru,legacy,841.485
2004,LPFR,volkswagen,passativbktd,294.875
2012,LPSK,hyundai,ix35,432.98
2007,LPBE,kia,ceed,630.62
2004,LPSK,mercedes,eclass,71.36691
2004,LPFR,citroen,c3pack145p,166.96
2006,LPCH,saab,95griffin,1266.5
2015,LPPL,toyota,rav4,1347.755
2009,LPPL,skoda,octaviaii,3291.18
2009,LPBE,dodge,caliber,806.04
2001,LPCH,mercedes,vito108,4375.75
2006,LPDE,mercedes,e280elegance,908.68
2010,LPBE,porsche,cayenne,712.75
2011,LPSE,toyota,auris18hsdpremium5d2010,2475.0
2010,LPCH,lexus,rx450hexecut,1382.23
2013,LPCH,renault,grandkangoo,4017.82
2005,LPUK,citroen,c35dr045,1490.28
2008,LPDE,mazda,mx518mzrmithra,1852.52
2016,LPSE,fiat,freemont,0.0
2010,LPCH,mercedes,glk220mystar,835.88
2006,LPFR,renault,modus,244.08666666666667
2000,LPFR,citroen,jumpy19td,872.06
2014,LPUK,volkswagen,sharan,253.456
2015,LPFR,fiat,doblo,635.4833333333333
2006,LPFR,peugeot,3073paffaire,1141.946
2010,LPDE,volvo,xc60d3autrdesign,422.85
2009,LPFR,peugeot,1007sportyste,0.0
2016,LPUK,opel,zafira,325.53333333333336
2015,LPSE,mazda,3,9316.5
2010,LPDE,volvo,xc70drivesummum,1624.71
2007,LPFR,volkswagen,golfv3pgtsp,102.245
2004,LPFR,chrysler,cherokeeii28,386.29
2011,LPUK,mazda,23dr10,312.682
2008,LPFR,volvo,v50kinetic,983.15
2012,LPUK,audi,coupecprs12,373.58
2008,LPSE,ford,galaxy20tdci140hkdpftrend2007,7856.0
2007,LPSE,volvo,v70d5185momentum2008,6104.5
2008,LPDE,bmw,530itouringeditionsport,1490.31
2015,LPRO,hyundai,i30,1729.4683999999997
2004,LPUK,nissan,qashqai,0.0
2003,LPFR,ford,transit330ms,437.0
2005,LPUK,citroen,berlingovan05,1517.46
2008,LPDE,audi,a314tfsiambition,1202.24
2008,LPSE,bmw,series1120icabriolet2008,8363.0
2016,LPUK,mercedes,a45amg16,0.0
2012,LPFR,opel,merivaaffaire,302.165
2007,LPFR,alfaromeo,1475peleganz,1790.06
2011,LPUK,mitsubishi,shogunswb12,0.0
2008,LPFR,citroen,c45pvirgin,0.0
2013,LPUK,honda,jazz5dr09,99.36
2008,LPUK,volkswagen,jetta4dr09,464.065
2003,LPFR,volvo,s40ii19d,328.72
2011,LPUK,citroen,c5est115,101.61
2013,LPDE,renault,koleos,2230.655
2015,LPUK,mercedes,b220d5dr155,60.0
2013,LPSE,kia,ceed,13823.0
2004,LPFR,bmw,320ia4pe46,337.34
2008,LPSE,renault,kangooexpress15dci70grandconfort2008,0.0
2015,LPHU,mercedes,glkclass,0.0
2009,LPFR,citroen,c4hdi140fp,1677.16
2008,LPFR,bmw,118da3portes,0.0
2008,LPSE,bmw,series1120d5dsportstourer2009,3046.0
2005,LPIT,lanciael,lybra,156.24
2005,LPCZ,ford,galaxy,17320.635000000002
2003,LPFR,peugeot,406coupe20,889.74
2007,LPFR,fiat,multiplaemot,59.0
2009,LPFR,renault,clioestaextc,431.62
2009,LPUK,opel,insgnaest975,0.0
2007,LPUK,volkswagen,polo5dr07,316.41
2007,LPFR,hyundai,sonataiipack,413.24
2009,LPFR,audi,a5slinev6,2452.82
2009,LPDE,honda,accord24executive,2491.14
2012,LPTR,volkswagengolf16tditrendline90hp2012,volkswagengolf16tditrendline90hp2012,0.0
2012,LPTR,auris14d4dcomfortextra2012,auris14d4dcomfortextra2012,0.0
2012,LPIN,marsuzi,swift,0.0
2011,LPMX,nissan,cabstar,0.0
2009,LPSE,mercedes,sprintervc,16554.95238095238
2012,LPRO,dacia,duster,149.13961120507395
2006,LPNO,30tdi,a6allroad,16779.0
2000,LPAT,renault,laguna19dci,0.0
2009,LPNL,fiat,500,803.6908695652176
2008,LPNL,volkswagen,touran,1095.528772563176
2001,LPPT,peugeot,306,0.0
1994,LPNL,diversen,diverse,0.0
2006,LPFR,mercedes,c320cdi,381.09000000000003
2013,LPNL,renault,megane,769.5779088050313
2004,LPAT,volkswagen,boravariantgt,0.0
2012,LPNL,citroen,c3,757.8902777777779
2005,LPES,peugeot,307xr,80.90260869565218
2011,LPES,audi,a5,597.66
2005,LPAT,peugeot,407swcomfort,0.0
2013,LPNL,renault,kangoo,1492.4423529411763
2004,LPNL,dodge,ram,105.03399999999999
2005,LPAT,volkswagen,touareg,0.0
2013,LPNL,lexus,is,1061.62
2005,LPAT,volkswagen,passat20fsi,0.0
2004,LPPT,volkswagen,passat,76.18777777777777
2005,LPAT,renault,clioexpress,0.0
2007,LPAT,ford,focusambiente,181.828
2003,LPNL,seat,leon,186.04416666666668
2005,LPAT,jaguar,stype27dv6,0.0
2004,LPES,opel,vectraelegance,435.31523809523804
